OrderID;OrderDate;CustomerID;CustomerName;State;ZipCode;Brand;ProductID;ProductName;Category;SKU;Quantity;UnitPrice;Discount;TotalPrice;PaymentMethod;SalesChannel;ShippingCost
ORD002216;3/7/2025;C9689;Cliente_51786;ME;19290;Under Armour;P003;Palo Driver;Palos;P003-2823;1;393,95;39,4;354,55;Apple Pay;Online;3,89
ORD002217;24/8/2025;C4612;Cliente_23865;KY;52417;Ping;P003;Palo Driver;Palos;P003-7816;1;391,91;0;391,91;Gift Card;Online;10,3
ORD002218;23/4/2024;C6515;Cliente_15408;ME;58269;Titleist;P004;Palo Hierro;Palos;P004-1966;1;149,51;0;149,51;Gift Card;Online;11,2
ORD002219;10/12/2024;C7961;Cliente_90907;OH;38611;Cobra;P001;Gorra;Accesorios;P001-2949;3;27,84;1,39;82,13;Credit Card;Retail;0
ORD002220;16/1/2024;C9290;Cliente_87333;IL;55973;Under Armour;P004;Palo Hierro;Palos;P004-6969;1;155,19;0;155,19;Apple Pay;Retail;4,14
ORD002221;12/7/2025;C3285;Cliente_26209;CO;78047;Ping;P001;Gorra;Accesorios;P001-1188;1;28,02;0;28,02;Credit Card;Online;9,84
ORD002222;10/4/2024;C7412;Cliente_49157;MI;39217;Titleist;P001;Gorra;Accesorios;P001-5000;2;29,65;2,96;56,34;Apple Pay;Online;6,89
ORD002223;15/12/2023;C3054;Cliente_39935;UT;84902;Ping;P001;Gorra;Accesorios;P001-7075;1;26,31;0;26,31;PayPal;Retail;8,56
ORD002224;24/9/2023;C1406;Cliente_19471;GA;85083;Cobra;P009;Pantalones;Ropa;P009-8470;1;62,33;6,23;56,1;Credit Card;Online;7,87
ORD002225;6/12/2024;C6292;Cliente_38214;MS;17301;FootJoy;P002;Pelotas;Accesorios;P002-7001;2;20,31;0;40,62;Gift Card;Retail;6,67
ORD002226;6/1/2023;C6695;Cliente_16425;NM;50602;FootJoy;P001;Gorra;Accesorios;P001-1979;1;29,08;0;29,08;Gift Card;Retail;2,48
ORD002227;5/1/2025;C2817;Cliente_23680;MN;12992;Cobra;P005;Guante;Accesorios;P005-4451;1;23,63;0;23,63;Gift Card;Online;4,03
ORD002228;11/4/2024;C4152;Cliente_30063;VT;77996;Cobra;P003;Palo Driver;Palos;P003-1855;1;360,88;0;360,88;Credit Card;Online;6,44
ORD002229;1/8/2024;C7008;Cliente_74521;CA;11072;Under Armour;P009;Pantalones;Ropa;P009-7035;1;63,86;6,39;57,47;Credit Card;Retail;6,54
ORD002230;6/12/2023;C7268;Cliente_54721;NH;11803;Ping;P003;Palo Driver;Palos;P003-1930;1;404,11;0;404,11;PayPal;Online;11,28
ORD002231;2/2/2025;C3839;Cliente_14513;MT;42214;TaylorMade;P004;Palo Hierro;Palos;P004-7185;1;150,72;15,07;135,65;Credit Card;Online;2,76
ORD002232;10/2/2023;C2166;Cliente_61304;SD;59231;FootJoy;P001;Gorra;Accesorios;P001-6534;1;29,07;0;29,07;Credit Card;Online;11,21
ORD002233;10/3/2024;C5730;Cliente_13567;VA;50544;TaylorMade;P002;Pelotas;Accesorios;P002-3622;3;20,80;0;62,4;PayPal;Online;9,54
ORD002234;21/6/2025;C4657;Cliente_46308;NC;34916;Under Armour;P003;Palo Driver;Palos;P003-4407;1;375,89;0;375,89;PayPal;Online;3,15
ORD002235;10/8/2023;C5593;Cliente_57562;AL;47171;Ping;P002;Pelotas;Accesorios;P002-3771;1;20,85;0;20,85;PayPal;Online;11,61
ORD002236;27/10/2023;C3743;Cliente_68183;MI;52679;Under Armour;P003;Palo Driver;Palos;P003-7721;1;420,11;42,01;378,1;Apple Pay;Online;10,56
ORD002237;14/5/2023;C8542;Cliente_41888;IA;40770;Under Armour;P006;Zapatos;Calzado;P006-5761;1;166,29;0;166,29;Credit Card;Retail;0
ORD002238;20/2/2024;C4760;Cliente_14137;NC;54032;Ping;P001;Gorra;Accesorios;P001-5464;1;29,33;0;29,33;PayPal;Retail;0
ORD002239;22/6/2023;C5906;Cliente_34089;AZ;12953;FootJoy;P001;Gorra;Accesorios;P001-1613;3;28,83;0;86,49;Credit Card;Online;9,03
ORD002240;6/2/2025;C3247;Cliente_63335;WI;36207;Under Armour;P001;Gorra;Accesorios;P001-7363;1;27,63;2,76;24,87;Gift Card;Online;14,04
ORD002241;17/1/2023;C2403;Cliente_51970;NE;24337;Titleist;P001;Gorra;Accesorios;P001-8200;3;29,35;0;88,05;Gift Card;Online;8,91
ORD002242;24/4/2024;C6807;Cliente_35812;AZ;65151;Callaway;P006;Zapatos;Calzado;P006-7463;1;156,16;7,81;148,35;PayPal;Online;8,86
ORD002243;4/6/2023;C2393;Cliente_55756;MI;63520;Nike Golf;P004;Palo Hierro;Palos;P004-6469;1;137,55;0;137,55;Credit Card;Online;5,25
ORD002244;30/9/2023;C5120;Cliente_24998;CA;11752;Nike Golf;P001;Gorra;Accesorios;P001-3594;1;28,59;0;28,59;PayPal;Online;8,86
ORD002245;24/7/2023;C4848;Cliente_97986;NH;67844;Callaway;P005;Guante;Accesorios;P005-8149;1;22,80;0;22,8;Credit Card;Online;5,5
ORD002246;12/5/2025;C5204;Cliente_17428;CO;77865;Ping;P005;Guante;Accesorios;P005-5240;1;22,35;0;22,35;Credit Card;Wholesale;9,08
ORD002247;29/1/2023;C4592;Cliente_35116;TX;14726;Ping;P001;Gorra;Accesorios;P001-4958;2;29,02;0;58,04;Credit Card;Retail;11,3
ORD002248;23/3/2024;C8312;Cliente_77090;IL;25681;TaylorMade;P001;Gorra;Accesorios;P001-8663;2;27,57;0;55,14;Credit Card;Retail;11,8
ORD002249;8/3/2025;C8333;Cliente_83685;AL;37854;FootJoy;P002;Pelotas;Accesorios;P002-8419;1;19,80;0;19,8;Credit Card;Retail;0
ORD002250;12/9/2023;C6836;Cliente_48020;AK;42292;Callaway;P001;Gorra;Accesorios;P001-3609;1;28,17;0;28,17;Apple Pay;Online;7,25
ORD002251;26/5/2024;C3227;Cliente_13480;NE;76316;Ping;P007;Bolsa de golf;Bolsas;P007-6104;1;211,42;0;211,42;PayPal;Online;10,61
ORD002252;5/6/2025;C5414;Cliente_14468;TN;49436;Under Armour;P001;Gorra;Accesorios;P001-1768;1;25,64;0;25,64;Credit Card;Online;8,3
ORD002253;19/8/2023;C5503;Cliente_19128;MD;85079;Under Armour;P001;Gorra;Accesorios;P001-2962;1;30,48;3,05;27,43;PayPal;Retail;8,49
ORD002254;12/5/2025;C9737;Cliente_11467;MA;94915;TaylorMade;P002;Pelotas;Accesorios;P002-9785;1;17,64;0;17,64;PayPal;Online;10,8
ORD002255;6/2/2025;C8644;Cliente_49055;NM;35526;Callaway;P002;Pelotas;Accesorios;P002-5097;1;21,03;0;21,03;Apple Pay;Retail;7,51
ORD002256;18/7/2024;C9100;Cliente_81537;MS;15258;Titleist;P007;Bolsa de golf;Bolsas;P007-2345;1;229,87;0;229,87;Gift Card;Online;6,13
ORD002257;15/4/2025;C8587;Cliente_74766;CA;51240;TaylorMade;P008;Camiseta;Ropa;P008-9211;2;41,92;0;83,84;Credit Card;Online;12,73
ORD002258;31/5/2024;C6547;Cliente_64336;ND;34723;Titleist;P001;Gorra;Accesorios;P001-2425;1;28,46;0;28,46;PayPal;Online;9,04
ORD002259;7/10/2023;C2041;Cliente_86420;WV;52483;FootJoy;P001;Gorra;Accesorios;P001-4570;3;28,88;0;86,64;Gift Card;Online;9,14
ORD002260;18/7/2025;C8950;Cliente_48216;AR;76618;Nike Golf;P001;Gorra;Accesorios;P001-4558;1;28,01;0;28,01;PayPal;Wholesale;9,09
ORD002261;3/5/2024;C7499;Cliente_70969;CO;90689;Callaway;P005;Guante;Accesorios;P005-5213;1;22,51;0;22,51;Credit Card;Online;2,02
ORD002262;16/8/2025;C9846;Cliente_86735;OH;76166;Cobra;P003;Palo Driver;Palos;P003-9163;1;407,47;0;407,47;PayPal;Retail;0
ORD002263;27/2/2025;C4160;Cliente_55401;OR;47239;Callaway;P001;Gorra;Accesorios;P001-5148;2;27,29;0;54,58;Apple Pay;Retail;0
ORD002264;23/2/2024;C4260;Cliente_22310;WY;86938;TaylorMade;P002;Pelotas;Accesorios;P002-2212;1;19,61;1,96;17,65;PayPal;Retail;0
ORD002265;22/6/2023;C3122;Cliente_13083;FL;49433;Nike Golf;P001;Gorra;Accesorios;P001-5965;1;28,99;0;28,99;Credit Card;Online;2,97
ORD002266;30/11/2024;C5377;Cliente_14409;NM;31617;Cobra;P002;Pelotas;Accesorios;P002-7895;2;19,36;0;38,72;Gift Card;Retail;0
ORD002267;10/10/2024;C8761;Cliente_89061;WI;13789;Cobra;P003;Palo Driver;Palos;P003-6256;1;398,28;0;398,28;Credit Card;Online;10,48
ORD002268;12/1/2025;C6436;Cliente_38461;DE;92878;Under Armour;P001;Gorra;Accesorios;P001-5822;1;29,64;0;29,64;PayPal;Retail;3,17
ORD002269;21/5/2023;C7654;Cliente_59472;MT;23843;Ping;P001;Gorra;Accesorios;P001-2363;1;29,67;0;29,67;PayPal;Online;6,94
ORD002270;9/4/2025;C1298;Cliente_58648;NM;50766;TaylorMade;P001;Gorra;Accesorios;P001-7988;2;28,15;0;56,3;Gift Card;Online;14,33
ORD002271;9/8/2023;C7329;Cliente_87514;MA;46659;Ping;P004;Palo Hierro;Palos;P004-9764;1;156,16;7,81;148,35;Apple Pay;Retail;8,18
ORD002272;9/1/2025;C8374;Cliente_78721;MI;61892;Ping;P001;Gorra;Accesorios;P001-5316;1;28,08;0;28,08;Credit Card;Online;12,94
ORD002273;23/3/2023;C4293;Cliente_46746;RI;86640;Under Armour;P001;Gorra;Accesorios;P001-7631;2;26,70;0;53,4;Credit Card;Retail;8,07
ORD002274;29/7/2024;C7039;Cliente_92932;AR;50417;TaylorMade;P009;Pantalones;Ropa;P009-1874;1;65,22;0;65,22;PayPal;Wholesale;3,36
ORD002275;18/12/2023;C2122;Cliente_90742;TX;59876;FootJoy;P008;Camiseta;Ropa;P008-5795;1;47,62;0;47,62;Apple Pay;Retail;0
ORD002276;8/5/2025;C5602;Cliente_13549;OR;96380;Cobra;P001;Gorra;Accesorios;P001-3721;1;27,15;1,36;25,79;Apple Pay;Online;9,46
ORD002277;22/9/2025;C2407;Cliente_44284;UT;60074;Ping;P004;Palo Hierro;Palos;P004-3331;1;147,83;0;147,83;Gift Card;Online;4,25
ORD002278;23/8/2023;C1014;Cliente_45231;OR;81751;Cobra;P008;Camiseta;Ropa;P008-4672;3;49,45;0;148,35;PayPal;Wholesale;2,63
ORD002279;4/3/2025;C1099;Cliente_65274;CT;55990;TaylorMade;P004;Palo Hierro;Palos;P004-4629;1;140,70;0;140,7;Gift Card;Online;3,15
ORD002280;2/2/2024;C5423;Cliente_21516;TX;47365;Cobra;P004;Palo Hierro;Palos;P004-9308;1;137,45;0;137,45;Credit Card;Online;8,13
ORD002281;18/10/2025;C8392;Cliente_69503;WY;41278;Callaway;P001;Gorra;Accesorios;P001-1052;1;22,80;0;22,8;Credit Card;Online;12,58
ORD002282;31/3/2023;C1388;Cliente_93037;NM;33789;Titleist;P008;Camiseta;Ropa;P008-5160;1;40,90;0;40,9;Apple Pay;Online;8,4
ORD002283;9/3/2025;C2307;Cliente_76774;VA;88855;Nike Golf;P001;Gorra;Accesorios;P001-8397;1;26,60;0;26,6;Gift Card;Online;6,95
ORD002284;15/7/2023;C4386;Cliente_92533;UT;46364;FootJoy;P001;Gorra;Accesorios;P001-8325;1;28,95;0;28,95;Apple Pay;Online;6,44
ORD002285;23/5/2025;C4829;Cliente_41450;DE;71871;Titleist;P005;Guante;Accesorios;P005-9014;1;21,93;0;21,93;Gift Card;Online;10,28
ORD002286;25/12/2024;C2673;Cliente_93375;TX;75749;Under Armour;P001;Gorra;Accesorios;P001-9513;1;28,76;0;28,76;Gift Card;Retail;0
ORD002287;31/5/2025;C3889;Cliente_29377;VT;29761;Titleist;P002;Pelotas;Accesorios;P002-6260;3;19,88;0;59,64;Credit Card;Online;1,89
ORD002288;8/12/2023;C6713;Cliente_53978;WI;13817;Titleist;P001;Gorra;Accesorios;P001-5760;1;26,68;0;26,68;Credit Card;Wholesale;17,68
ORD002289;13/7/2025;C4420;Cliente_93995;UT;55715;Under Armour;P004;Palo Hierro;Palos;P004-9642;1;149,98;0;149,98;PayPal;Online;7,31
ORD002290;26/11/2024;C5426;Cliente_71155;VT;10764;Ping;P007;Bolsa de golf;Bolsas;P007-4482;1;194,03;19,4;174,63;Apple Pay;Online;7,41
ORD002291;4/2/2025;C5125;Cliente_52085;MO;24997;Ping;P001;Gorra;Accesorios;P001-3397;1;26,15;0;26,15;Credit Card;Wholesale;8,28
ORD002292;14/9/2025;C5879;Cliente_49329;MD;61485;Under Armour;P001;Gorra;Accesorios;P001-5888;1;26,95;0;26,95;Gift Card;Online;7,05
ORD002293;5/3/2024;C9971;Cliente_56473;NY;14117;FootJoy;P005;Guante;Accesorios;P005-3700;3;21,09;0;63,27;Credit Card;Online;6,6
ORD002294;21/10/2023;C7862;Cliente_37484;KY;34454;Cobra;P008;Camiseta;Ropa;P008-5245;1;46,35;0;46,35;Gift Card;Online;10,23
ORD002295;3/9/2023;C8368;Cliente_96918;ND;32482;Titleist;P001;Gorra;Accesorios;P001-3351;2;28,99;0;57,98;Apple Pay;Retail;0,72
ORD002296;13/3/2025;C5542;Cliente_14327;IL;24131;FootJoy;P003;Palo Driver;Palos;P003-1901;1;394,65;0;394,65;PayPal;Retail;2,54
ORD002297;6/9/2023;C3773;Cliente_70195;MA;10209;Callaway;P002;Pelotas;Accesorios;P002-5844;1;21,54;0;21,54;Gift Card;Online;7,22
ORD002298;19/10/2023;C2471;Cliente_14791;TX;82544;Under Armour;P005;Guante;Accesorios;P005-6077;1;23,20;0;23,2;PayPal;Retail;4,72
ORD002299;19/6/2025;C2997;Cliente_92880;KS;94133;Titleist;P001;Gorra;Accesorios;P001-1190;1;28,68;0;28,68;PayPal;Retail;0
ORD002300;28/10/2024;C8125;Cliente_27116;AZ;72857;Nike Golf;P005;Guante;Accesorios;P005-6586;2;21,00;0;42;Gift Card;Online;4,8
ORD002301;21/7/2025;C6156;Cliente_40732;WI;47779;Under Armour;P003;Palo Driver;Palos;P003-7793;1;396,55;59,48;337,07;Gift Card;Retail;8,77
ORD002302;23/1/2025;C8434;Cliente_83576;OK;30211;FootJoy;P001;Gorra;Accesorios;P001-2828;1;28,37;4,26;24,11;Credit Card;Retail;0
ORD002303;11/3/2023;C1599;Cliente_90936;MA;43556;TaylorMade;P009;Pantalones;Ropa;P009-2552;1;68,30;0;68,3;Gift Card;Online;7,01
ORD002304;14/6/2024;C1936;Cliente_82681;IL;99099;Callaway;P005;Guante;Accesorios;P005-7569;1;22,33;2,23;20,1;Gift Card;Retail;8,69
ORD002305;10/3/2024;C4065;Cliente_86924;OK;99761;TaylorMade;P001;Gorra;Accesorios;P001-2222;1;29,15;0;29,15;Gift Card;Online;11,45
ORD002306;9/7/2023;C9970;Cliente_60739;CT;23341;Nike Golf;P001;Gorra;Accesorios;P001-5721;1;28,72;4,31;24,41;Credit Card;Online;6,53
ORD002307;21/3/2023;C1340;Cliente_85375;MO;28595;Nike Golf;P003;Palo Driver;Palos;P003-6981;1;437,34;0;437,34;PayPal;Online;9,71
ORD002308;28/10/2023;C1509;Cliente_62345;NE;75511;Titleist;P009;Pantalones;Ropa;P009-7689;1;62,43;0;62,43;Apple Pay;Online;2,36
ORD002309;2/1/2025;C5047;Cliente_22404;VT;47720;Nike Golf;P006;Zapatos;Calzado;P006-1325;1;167,80;0;167,8;Apple Pay;Retail;0
ORD002310;13/8/2025;C4803;Cliente_46478;NV;11056;Titleist;P001;Gorra;Accesorios;P001-9776;1;30,38;0;30,38;Apple Pay;Online;7,86
ORD002311;19/1/2023;C2029;Cliente_39092;ND;34293;Under Armour;P009;Pantalones;Ropa;P009-5507;1;63,91;0;63,91;Gift Card;Retail;0
ORD002312;19/7/2024;C5193;Cliente_15836;NJ;76552;Titleist;P001;Gorra;Accesorios;P001-7461;2;28,95;0;57,9;PayPal;Online;7,65
ORD002313;10/7/2023;C7448;Cliente_33992;IL;65327;Nike Golf;P001;Gorra;Accesorios;P001-2829;2;25,43;0;50,86;Apple Pay;Online;8,3
ORD002314;20/5/2023;C4157;Cliente_24780;IA;98821;Ping;P003;Palo Driver;Palos;P003-6366;1;397,62;0;397,62;Credit Card;Online;8,53
ORD002315;17/1/2024;C1718;Cliente_57772;NJ;87045;Cobra;P004;Palo Hierro;Palos;P004-6391;1;152,00;0;152;Apple Pay;Online;8,66
ORD002316;5/10/2023;C1486;Cliente_41885;ID;47162;Titleist;P002;Pelotas;Accesorios;P002-1841;3;21,14;0;63,42;PayPal;Retail;11,71
ORD002317;29/10/2023;C3704;Cliente_57161;MI;15748;Cobra;P007;Bolsa de golf;Bolsas;P007-8502;1;184,17;0;184,17;PayPal;Online;2,17
ORD002318;29/7/2023;C2220;Cliente_48102;VT;29658;Ping;P005;Guante;Accesorios;P005-4870;3;20,73;0;62,19;PayPal;Online;11,12
ORD002319;27/8/2025;C3431;Cliente_71505;ID;61509;Under Armour;P002;Pelotas;Accesorios;P002-5590;2;18,37;0;36,74;Gift Card;Online;7,16
ORD002320;18/3/2024;C6845;Cliente_29640;CT;89240;Ping;P002;Pelotas;Accesorios;P002-5652;1;22,04;0;22,04;PayPal;Online;11,96
ORD002321;6/9/2024;C6222;Cliente_19751;ND;84231;Under Armour;P002;Pelotas;Accesorios;P002-4361;2;21,84;0;43,68;Apple Pay;Retail;10,56
ORD002322;12/5/2023;C1934;Cliente_79201;OR;58255;Ping;P002;Pelotas;Accesorios;P002-5959;1;20,48;0;20,48;PayPal;Retail;13,85
ORD002323;29/10/2024;C7295;Cliente_86394;ID;58540;Cobra;P007;Bolsa de golf;Bolsas;P007-1735;1;209,88;0;209,88;Gift Card;Retail;6,45
ORD002324;27/6/2024;C8646;Cliente_26360;ND;57230;TaylorMade;P001;Gorra;Accesorios;P001-9688;1;25,70;0;25,7;Gift Card;Retail;0
ORD002325;28/3/2025;C7592;Cliente_14084;KS;43116;TaylorMade;P001;Gorra;Accesorios;P001-3000;1;26,79;0;26,79;Credit Card;Online;9,22
ORD002326;26/7/2025;C9129;Cliente_40151;NV;75532;Cobra;P005;Guante;Accesorios;P005-1911;2;20,70;0;41,4;Credit Card;Online;10,37
ORD002327;24/5/2024;C2206;Cliente_18319;GA;60788;Titleist;P008;Camiseta;Ropa;P008-7020;1;44,75;0;44,75;Credit Card;Online;2,75
ORD002328;18/6/2025;C9267;Cliente_55379;OH;59107;Callaway;P003;Palo Driver;Palos;P003-7351;1;418,39;0;418,39;PayPal;Online;8,49
ORD002329;9/11/2023;C2140;Cliente_72252;IL;33265;FootJoy;P001;Gorra;Accesorios;P001-4578;3;27,34;0;82,02;Credit Card;Online;7,67
ORD002330;19/3/2023;C5783;Cliente_54821;NE;54880;Nike Golf;P002;Pelotas;Accesorios;P002-6012;1;19,31;0;19,31;PayPal;Online;7,36
ORD002331;31/12/2023;C7876;Cliente_84566;CT;16542;TaylorMade;P001;Gorra;Accesorios;P001-7414;2;26,80;1,34;52,26;Gift Card;Online;11,04
ORD002332;2/5/2024;C4934;Cliente_18806;NV;75224;Ping;P003;Palo Driver;Palos;P003-8436;1;408,84;0;408,84;Apple Pay;Online;14
ORD002333;1/1/2025;C8703;Cliente_30113;IN;84943;Titleist;P004;Palo Hierro;Palos;P004-7702;1;146,88;0;146,88;Apple Pay;Online;10,25
ORD002334;4/10/2023;C1027;Cliente_62633;TX;50200;Under Armour;P001;Gorra;Accesorios;P001-8228;2;28,98;0;57,96;Credit Card;Online;10,7
ORD002335;7/5/2025;C7927;Cliente_78174;CT;26083;Cobra;P001;Gorra;Accesorios;P001-5943;2;26,79;0;53,58;Gift Card;Retail;7,57
ORD002336;25/8/2024;C5374;Cliente_30060;LA;83369;Under Armour;P001;Gorra;Accesorios;P001-2661;2;26,90;0;53,8;Gift Card;Retail;0
ORD002337;23/12/2024;C9621;Cliente_14746;MN;79999;FootJoy;P007;Bolsa de golf;Bolsas;P007-9993;1;179,09;0;179,09;Gift Card;Wholesale;6,54
ORD002338;15/11/2024;C1542;Cliente_50085;WA;86635;Ping;P004;Palo Hierro;Palos;P004-5211;1;148,27;0;148,27;PayPal;Retail;0,65
ORD002339;22/3/2024;C4206;Cliente_18457;TN;96129;Under Armour;P004;Palo Hierro;Palos;P004-9021;1;150,06;22,51;127,55;Gift Card;Online;9,88
ORD002340;22/1/2025;C2910;Cliente_63469;HI;46524;FootJoy;P002;Pelotas;Accesorios;P002-6079;1;20,91;0;20,91;PayPal;Wholesale;6,42
ORD002341;23/1/2025;C7086;Cliente_94623;NE;36045;Callaway;P001;Gorra;Accesorios;P001-7714;1;27,60;0;27,6;PayPal;Online;6,83
ORD002342;17/5/2023;C9588;Cliente_21232;AL;91366;Titleist;P002;Pelotas;Accesorios;P002-5652;1;19,03;2,85;16,18;Apple Pay;Retail;7,74
ORD002343;18/10/2025;C9135;Cliente_66133;AL;56105;FootJoy;P002;Pelotas;Accesorios;P002-1464;4;18,72;0;74,88;Apple Pay;Retail;10,44
ORD002344;11/10/2023;C6770;Cliente_70159;WA;14069;FootJoy;P005;Guante;Accesorios;P005-2369;1;23,08;0;23,08;Credit Card;Retail;0
ORD002345;6/12/2024;C5136;Cliente_73896;NY;78223;Ping;P006;Zapatos;Calzado;P006-7300;1;153,08;0;153,08;Gift Card;Retail;9,94
ORD002346;7/8/2023;C3046;Cliente_80939;ND;59827;Titleist;P003;Palo Driver;Palos;P003-4231;1;353,93;0;353,93;PayPal;Retail;8,45
ORD002347;31/10/2023;C9041;Cliente_83483;WV;73828;Cobra;P001;Gorra;Accesorios;P001-7109;1;27,11;0;27,11;Credit Card;Retail;0
ORD002348;29/5/2025;C1853;Cliente_72362;VA;95898;Cobra;P001;Gorra;Accesorios;P001-3853;1;26,24;3,94;22,3;Apple Pay;Retail;0
ORD002349;17/4/2023;C9163;Cliente_67935;MA;43799;TaylorMade;P001;Gorra;Accesorios;P001-7581;2;30,10;4,51;55,69;Gift Card;Online;5,9
ORD002350;15/6/2024;C7896;Cliente_21957;NJ;62977;TaylorMade;P001;Gorra;Accesorios;P001-1641;1;28,82;0;28,82;Gift Card;Online;8,86
ORD002351;29/6/2024;C8095;Cliente_63465;WA;10611;Ping;P009;Pantalones;Ropa;P009-7131;1;60,38;0;60,38;Apple Pay;Retail;0
ORD002352;19/6/2025;C3516;Cliente_62466;NY;24043;FootJoy;P002;Pelotas;Accesorios;P002-8732;1;20,00;0;20;Credit Card;Online;8,17
ORD002353;13/10/2025;C7779;Cliente_64494;UT;60333;Cobra;P008;Camiseta;Ropa;P008-7647;2;42,26;0;84,52;Apple Pay;Retail;0
ORD002354;10/2/2025;C2888;Cliente_78354;HI;29553;Under Armour;P001;Gorra;Accesorios;P001-3535;3;27,42;0;82,26;Gift Card;Retail;8,76
ORD002355;9/11/2024;C6917;Cliente_58983;KY;20757;Callaway;P009;Pantalones;Ropa;P009-2924;1;60,30;0;60,3;Credit Card;Retail;0
ORD002356;5/8/2023;C2350;Cliente_76740;AL;80836;Titleist;P009;Pantalones;Ropa;P009-3311;1;69,40;0;69,4;PayPal;Online;2,97
ORD002357;15/11/2024;C1894;Cliente_60319;NJ;92670;FootJoy;P007;Bolsa de golf;Bolsas;P007-1595;1;200,94;0;200,94;Apple Pay;Online;10,05
ORD002358;28/7/2023;C8386;Cliente_12046;DE;74157;Titleist;P003;Palo Driver;Palos;P003-4376;1;399,20;0;399,2;Apple Pay;Online;7,88
ORD002359;9/8/2024;C5596;Cliente_28510;TN;32313;Nike Golf;P001;Gorra;Accesorios;P001-2494;3;29,63;0;88,89;Apple Pay;Retail;4,83
ORD002360;1/9/2024;C2980;Cliente_63472;OK;93749;Under Armour;P001;Gorra;Accesorios;P001-3849;2;27,20;0;54,4;PayPal;Online;6,86
ORD002361;23/3/2025;C9548;Cliente_77138;NV;65152;Ping;P002;Pelotas;Accesorios;P002-5274;2;18,11;0;36,22;Gift Card;Retail;7,74
ORD002362;18/5/2023;C7920;Cliente_40185;SC;12383;Nike Golf;P001;Gorra;Accesorios;P001-6607;1;27,62;0;27,62;PayPal;Wholesale;7,21
ORD002363;25/6/2025;C2819;Cliente_81035;NJ;80861;Titleist;P003;Palo Driver;Palos;P003-2229;1;408,00;61,2;346,8;Apple Pay;Retail;2,68
ORD002364;24/2/2024;C1762;Cliente_96343;ME;19244;Under Armour;P001;Gorra;Accesorios;P001-6596;1;27,25;0;27,25;Gift Card;Retail;10,54
ORD002365;21/2/2023;C3428;Cliente_21120;IL;17540;Callaway;P001;Gorra;Accesorios;P001-9932;1;28,32;0;28,32;Credit Card;Retail;8,75
ORD002366;25/7/2024;C8416;Cliente_53739;NV;19627;Titleist;P002;Pelotas;Accesorios;P002-9726;1;18,83;0;18,83;Apple Pay;Retail;0
ORD002367;7/9/2025;C5416;Cliente_16350;TX;78710;Titleist;P001;Gorra;Accesorios;P001-8937;1;25,76;0;25,76;PayPal;Online;8,29
ORD002368;1/1/2025;C1839;Cliente_93526;WI;91701;Ping;P008;Camiseta;Ropa;P008-5470;1;47,74;0;47,74;Credit Card;Online;9,3
ORD002369;14/11/2024;C2807;Cliente_75462;TN;69531;FootJoy;P001;Gorra;Accesorios;P001-5995;2;26,67;0;53,34;PayPal;Online;8,53
ORD002370;19/1/2023;C8652;Cliente_80300;MT;55655;Cobra;P001;Gorra;Accesorios;P001-3337;1;29,06;0;29,06;PayPal;Online;5,47
ORD002371;9/4/2025;C4082;Cliente_82201;HI;24476;TaylorMade;P001;Gorra;Accesorios;P001-5413;1;27,34;0;27,34;Gift Card;Online;12,99
ORD002372;18/4/2024;C7062;Cliente_79029;CO;46031;FootJoy;P003;Palo Driver;Palos;P003-8041;1;401,93;0;401,93;PayPal;Retail;7,33
ORD002373;17/9/2025;C2755;Cliente_10081;VT;60763;FootJoy;P001;Gorra;Accesorios;P001-3160;1;26,82;0;26,82;PayPal;Wholesale;11,74
ORD002374;23/9/2025;C2432;Cliente_92401;RI;95775;Callaway;P005;Guante;Accesorios;P005-5390;1;20,61;0;20,61;Apple Pay;Online;10,57
ORD002375;15/8/2024;C9244;Cliente_98232;OK;62052;Ping;P001;Gorra;Accesorios;P001-6888;2;30,49;4,57;56,41;PayPal;Online;7,59
ORD002376;30/10/2023;C7372;Cliente_80236;UT;69824;TaylorMade;P001;Gorra;Accesorios;P001-7774;1;27,89;0;27,89;Apple Pay;Retail;10,64
ORD002377;12/7/2023;C8311;Cliente_18991;NJ;48770;Under Armour;P001;Gorra;Accesorios;P001-8726;2;28,80;0;57,6;Apple Pay;Online;12,64
ORD002378;28/8/2023;C3826;Cliente_79195;CA;93716;Nike Golf;P001;Gorra;Accesorios;P001-2312;3;27,74;0;83,22;PayPal;Online;4,89
ORD002379;4/5/2023;C6642;Cliente_61698;ND;93259;Ping;P003;Palo Driver;Palos;P003-9841;1;343,87;17,19;326,68;PayPal;Online;4,52
ORD002380;20/5/2025;C1995;Cliente_30521;PA;24399;TaylorMade;P003;Palo Driver;Palos;P003-2659;1;412,97;0;412,97;PayPal;Online;7,06
ORD002381;20/3/2023;C6877;Cliente_99148;NV;48541;Nike Golf;P006;Zapatos;Calzado;P006-5230;1;156,10;0;156,1;Gift Card;Retail;15,95
ORD002382;20/3/2024;C7653;Cliente_75845;RI;18794;Cobra;P001;Gorra;Accesorios;P001-1264;2;27,60;0;55,2;Gift Card;Retail;13,93
ORD002383;21/11/2023;C6549;Cliente_64953;ID;35375;Ping;P008;Camiseta;Ropa;P008-6694;2;42,32;4,23;80,41;Apple Pay;Online;9,87
