TransactionID,Date,CustomerID,City,State,Region,StoreID,ProductCategory,ProductName,ProductID,Quantity,UnitPrice,TotalSale,PaymentMethod,SalesRep,Discount,Season,Membership
431,2023-07-14,46090,Atlanta,Georgia,South,9,Pantalones,Pantalones Golf,P4907,4,105.18,374.44,Efectivo,Rep_3,0.11,Fall,Platinum
432,2023-12-04,91050,Rochester,New York,Northeast,24,Pantalones,Pantalones Golf,P9071,5,32.61,150.01,Efectivo,Rep_14,0.08,Winter,None
433,2023-07-03,52450,Miami,Florida,South,18,Zapatos,Zapatos Golf,P2936,2,167.61,248.06,PayPal,Rep_9,0.26,Spring,Platinum
434,2023-05-05,31416,San Francisco,California,West,6,Polos,Polos Golf,P9918,1,31.71,25.05,PayPal,Rep_1,0.21,Winter,Gold
435,2023-02-22,37344,Phoenix,Arizona,West,46,Pantalones,Pantalones Golf,P4762,4,121.14,397.34,Efectivo,Rep_17,0.18,Summer,None
436,2023-05-16,69136,Atlanta,Georgia,South,1,Guantes,Guantes Golf,P4278,2,197.95,356.31,Tarjeta Débito,Rep_6,0.1,Spring,Silver
437,2023-11-03,71592,Carson City,Nevada,West,9,Gorras,Gorras Golf,P7079,2,111.09,177.74,PayPal,Rep_1,0.2,Fall,Platinum
438,2023-03-02,36610,Atlanta,Georgia,South,29,Guantes,Guantes Golf,P9903,3,91.57,236.25,Efectivo,Rep_17,0.14,Winter,Gold
439,2023-05-19,44609,Miami,Florida,South,50,Zapatos,Zapatos Golf,P9270,1,138.43,112.13,Efectivo,Rep_20,0.19,Fall,Silver
440,2023-12-19,18422,Sacramento,California,West,20,Gorras,Gorras Golf,P7975,5,177.98,809.81,Efectivo,Rep_5,0.09,Winter,Platinum
441,2023-06-06,33039,Dallas,Texas,South,9,Pantalones,Pantalones Golf,P6612,4,95.58,317.33,Efectivo,Rep_15,0.17,Fall,Gold
442,2023-03-14,52539,Mesa,Arizona,West,44,Gorras,Gorras Golf,P5147,1,140.1,107.88,Tarjeta Crédito,Rep_8,0.23,Summer,Platinum
443,2023-11-11,60090,Buffalo,New York,Northeast,26,Gorras,Gorras Golf,P3885,2,161.88,294.62,Efectivo,Rep_13,0.09,Spring,Silver
444,2023-08-23,48119,Miami,Florida,South,21,Gorras,Gorras Golf,P4904,2,103.87,203.59,Tarjeta Crédito,Rep_3,0.02,Fall,None
445,2023-04-25,55373,Chicago,Illinois,Midwest,45,Polos,Polos Golf,P2032,2,50.76,78.17,Efectivo,Rep_14,0.23,Winter,None
446,2023-12-02,71802,Dallas,Texas,South,31,Gorras,Gorras Golf,P7864,4,43.89,140.45,Efectivo,Rep_7,0.2,Spring,Platinum
447,2024-01-01,27527,San Francisco,California,West,18,Zapatos,Zapatos Golf,P8846,3,168.36,459.62,Tarjeta Crédito,Rep_6,0.09,Winter,Gold
448,2023-05-18,17869,Chicago,Illinois,Midwest,2,Zapatos,Zapatos Golf,P4630,5,159.26,708.71,PayPal,Rep_17,0.11,Spring,Silver
449,2023-09-21,66982,Miami,Florida,South,32,Guantes,Guantes Golf,P3763,2,96.7,162.46,Tarjeta Crédito,Rep_19,0.16,Fall,Platinum
450,2023-11-04,93108,New York City,New York,Northeast,29,Polos,Polos Golf,P4578,5,107.28,418.39,Tarjeta Crédito,Rep_10,0.22,Summer,Silver
451,2023-04-13,31333,San Diego,California,West,23,Polos,Polos Golf,P9085,4,115.37,350.72,Efectivo,Rep_19,0.24,Winter,Platinum
452,2023-05-18,43722,Sacramento,California,West,7,Guantes,Guantes Golf,P8370,3,53.85,155.09,PayPal,Rep_14,0.04,Spring,Gold
453,2023-09-06,72892,Las Vegas,Nevada,West,23,Pantalones,Pantalones Golf,P4720,3,190.59,428.83,Tarjeta Débito,Rep_3,0.25,Fall,Silver
454,2023-12-12,89067,Tucson,Arizona,West,2,Zapatos,Zapatos Golf,P3280,2,103.25,187.92,Efectivo,Rep_5,0.09,Winter,None
455,2023-01-05,98925,San Antonio,Texas,South,40,Guantes,Guantes Golf,P3032,5,83.11,328.28,Efectivo,Rep_14,0.21,Spring,Platinum
456,2023-05-28,94356,San Francisco,California,West,38,Gorras,Gorras Golf,P2955,2,93.11,134.08,Efectivo,Rep_12,0.28,Spring,Gold
457,2023-10-11,19735,Atlanta,Georgia,South,40,Pantalones,Pantalones Golf,P2484,5,145.31,726.55,PayPal,Rep_11,0.0,Fall,Gold
458,2023-07-22,73836,San Francisco,California,West,48,Gorras,Gorras Golf,P4579,5,67.15,238.38,Efectivo,Rep_17,0.29,Winter,None
459,2023-06-21,70466,Carson City,Nevada,West,28,Polos,Polos Golf,P3537,2,104.16,147.91,PayPal,Rep_1,0.29,Spring,Platinum
460,2023-08-12,28612,Peoria,Illinois,Midwest,24,Guantes,Guantes Golf,P1179,5,146.84,565.33,Efectivo,Rep_19,0.23,Spring,Silver
461,2023-01-15,79158,San Diego,California,West,39,Polos,Polos Golf,P5418,5,39.79,185.02,Efectivo,Rep_12,0.07,Summer,None
462,2023-02-07,51723,Albany,New York,Northeast,36,Polos,Polos Golf,P1270,4,82.06,315.11,Tarjeta Crédito,Rep_12,0.04,Fall,Silver
463,2023-07-15,87948,Houston,Texas,South,29,Pantalones,Pantalones Golf,P2832,3,163.25,430.98,Tarjeta Débito,Rep_13,0.12,Fall,Gold
464,2023-11-15,15315,Albany,New York,Northeast,41,Gorras,Gorras Golf,P3887,5,22.4,103.04,Tarjeta Débito,Rep_17,0.08,Winter,Platinum
465,2023-01-11,74280,Reno,Nevada,West,22,Polos,Polos Golf,P3506,1,169.75,161.26,Efectivo,Rep_5,0.05,Fall,None
466,2023-09-27,18073,San Francisco,California,West,3,Guantes,Guantes Golf,P5476,2,152.01,264.5,Efectivo,Rep_20,0.13,Spring,None
467,2023-06-27,87714,Savannah,Georgia,South,26,Zapatos,Zapatos Golf,P3502,4,133.94,530.4,PayPal,Rep_12,0.01,Fall,Gold
468,2023-01-15,87738,Sacramento,California,West,27,Zapatos,Zapatos Golf,P7551,4,56.49,223.7,Efectivo,Rep_18,0.01,Spring,Silver
469,2023-04-07,32975,Houston,Texas,South,12,Zapatos,Zapatos Golf,P4801,3,82.44,175.6,Tarjeta Crédito,Rep_18,0.29,Summer,Silver
470,2023-03-09,12694,Reno,Nevada,West,35,Guantes,Guantes Golf,P9050,2,171.44,301.73,PayPal,Rep_18,0.12,Spring,Platinum
471,2023-10-27,54903,Tucson,Arizona,West,40,Guantes,Guantes Golf,P1831,4,194.39,715.36,Tarjeta Débito,Rep_3,0.08,Fall,Gold
472,2023-11-04,76861,Tampa,Florida,South,40,Guantes,Guantes Golf,P1741,4,26.84,90.18,Tarjeta Crédito,Rep_20,0.16,Spring,Gold
473,2024-01-01,24475,Mesa,Arizona,West,23,Polos,Polos Golf,P9107,5,160.07,568.25,PayPal,Rep_13,0.29,Fall,None
474,2023-02-14,15078,Reno,Nevada,West,5,Zapatos,Zapatos Golf,P3388,1,37.67,36.54,Tarjeta Crédito,Rep_20,0.03,Summer,Gold
475,2023-08-23,74137,Tucson,Arizona,West,15,Gorras,Gorras Golf,P2024,4,127.58,443.98,Tarjeta Crédito,Rep_15,0.13,Winter,Gold
476,2023-07-26,53303,Tucson,Arizona,West,21,Zapatos,Zapatos Golf,P8451,3,23.72,66.18,Efectivo,Rep_6,0.07,Fall,Gold
477,2023-09-09,25375,Peoria,Illinois,Midwest,37,Guantes,Guantes Golf,P6944,5,28.29,110.33,Tarjeta Débito,Rep_18,0.22,Winter,Gold
478,2023-06-10,19948,New York City,New York,Northeast,33,Guantes,Guantes Golf,P7925,5,26.4,128.04,Efectivo,Rep_12,0.03,Spring,None
479,2023-03-17,91521,Houston,Texas,South,3,Polos,Polos Golf,P7566,3,175.25,399.57,Efectivo,Rep_9,0.24,Fall,None
480,2023-09-14,19207,Austin,Texas,South,24,Gorras,Gorras Golf,P5874,5,176.4,864.36,PayPal,Rep_7,0.02,Winter,None
481,2023-08-23,63263,Phoenix,Arizona,West,26,Gorras,Gorras Golf,P3166,3,176.54,492.55,Tarjeta Crédito,Rep_11,0.07,Summer,None
482,2023-07-23,39559,Las Vegas,Nevada,West,39,Pantalones,Pantalones Golf,P1364,5,152.23,624.14,Tarjeta Crédito,Rep_9,0.18,Spring,None
483,2023-04-15,53333,Atlanta,Georgia,South,30,Pantalones,Pantalones Golf,P3118,4,32.74,121.79,PayPal,Rep_2,0.07,Spring,Silver
484,2023-06-19,66908,Buffalo,New York,Northeast,8,Polos,Polos Golf,P8000,5,77.84,288.01,Tarjeta Crédito,Rep_11,0.26,Summer,Silver
485,2023-02-02,88298,Peoria,Illinois,Midwest,33,Pantalones,Pantalones Golf,P7488,1,121.14,107.81,Efectivo,Rep_20,0.11,Fall,Platinum
486,2023-12-07,65482,Jacksonville,Florida,South,23,Polos,Polos Golf,P3947,1,192.4,188.55,Efectivo,Rep_4,0.02,Summer,Platinum
487,2023-11-09,52289,San Diego,California,West,36,Zapatos,Zapatos Golf,P4599,4,174.69,579.97,Efectivo,Rep_2,0.17,Fall,Gold
488,2023-08-05,22434,San Diego,California,West,44,Guantes,Guantes Golf,P8428,1,105.71,104.65,Tarjeta Crédito,Rep_6,0.01,Summer,Platinum
489,2023-12-09,84439,Phoenix,Arizona,West,21,Guantes,Guantes Golf,P2803,1,167.04,143.65,Tarjeta Débito,Rep_2,0.14,Spring,Silver
490,2023-11-19,26568,Sacramento,California,West,40,Zapatos,Zapatos Golf,P4212,1,92.28,69.21,PayPal,Rep_2,0.25,Spring,None
491,2023-04-03,57707,San Francisco,California,West,9,Guantes,Guantes Golf,P4697,2,80.81,116.37,Efectivo,Rep_15,0.28,Summer,None
492,2023-04-17,64636,San Antonio,Texas,South,30,Pantalones,Pantalones Golf,P7362,4,63.78,204.1,PayPal,Rep_8,0.2,Winter,None
493,2023-10-23,79507,San Diego,California,West,17,Gorras,Gorras Golf,P6442,5,185.79,808.19,Efectivo,Rep_5,0.13,Fall,Gold
494,2023-05-11,38385,Orlando,Florida,South,12,Polos,Polos Golf,P7392,5,173.0,631.45,Tarjeta Crédito,Rep_8,0.27,Spring,Gold
495,2023-08-06,10500,Chicago,Illinois,Midwest,6,Zapatos,Zapatos Golf,P2533,1,74.85,52.39,Tarjeta Débito,Rep_2,0.3,Spring,None
496,2023-04-11,85254,Peoria,Illinois,Midwest,27,Polos,Polos Golf,P9838,1,96.55,76.27,PayPal,Rep_4,0.21,Fall,Gold
497,2023-07-06,96371,New York City,New York,Northeast,48,Zapatos,Zapatos Golf,P2997,1,147.25,131.05,Tarjeta Crédito,Rep_17,0.11,Winter,Silver
498,2023-12-16,42310,New York City,New York,Northeast,20,Guantes,Guantes Golf,P5568,4,66.53,186.28,PayPal,Rep_13,0.3,Winter,Gold
499,2023-10-25,50049,Mesa,Arizona,West,23,Zapatos,Zapatos Golf,P7092,2,162.54,325.08,Tarjeta Crédito,Rep_6,0.0,Winter,Platinum
500,2023-08-04,75353,Peoria,Illinois,Midwest,49,Zapatos,Zapatos Golf,P7714,3,195.06,538.37,PayPal,Rep_13,0.08,Summer,Platinum
501,2023-08-04,23413,Mesa,Arizona,West,50,Guantes,Guantes Golf,P1586,5,64.58,264.78,Tarjeta Débito,Rep_14,0.18,Summer,Silver
502,2023-02-11,48624,Savannah,Georgia,South,2,Pantalones,Pantalones Golf,P8688,4,151.46,484.67,Tarjeta Débito,Rep_16,0.2,Fall,Gold
503,2023-01-15,97937,Miami,Florida,South,35,Polos,Polos Golf,P1901,5,62.6,234.75,Tarjeta Crédito,Rep_17,0.25,Winter,Silver
504,2023-01-04,35449,Las Vegas,Nevada,West,39,Polos,Polos Golf,P3909,5,130.1,565.93,PayPal,Rep_6,0.13,Summer,Platinum
505,2023-07-17,27427,Albany,New York,Northeast,45,Zapatos,Zapatos Golf,P9950,5,50.44,221.94,Tarjeta Débito,Rep_7,0.12,Fall,Silver
506,2023-07-27,61305,Albany,New York,Northeast,39,Zapatos,Zapatos Golf,P8389,5,76.59,340.83,PayPal,Rep_19,0.11,Fall,Silver
507,2023-08-02,91882,Miami,Florida,South,18,Pantalones,Pantalones Golf,P1051,5,56.1,213.18,Tarjeta Débito,Rep_3,0.24,Summer,Platinum
508,2023-12-09,13394,Chicago,Illinois,Midwest,3,Guantes,Guantes Golf,P9747,5,126.44,594.27,Tarjeta Débito,Rep_19,0.06,Fall,Silver
509,2023-05-13,87198,Mesa,Arizona,West,47,Zapatos,Zapatos Golf,P2639,4,126.24,393.87,Tarjeta Crédito,Rep_6,0.22,Spring,Platinum
510,2023-07-03,43689,Mesa,Arizona,West,12,Polos,Polos Golf,P9205,4,156.51,557.18,PayPal,Rep_12,0.11,Fall,Gold
511,2023-03-24,96261,Jacksonville,Florida,South,2,Guantes,Guantes Golf,P5862,2,103.26,161.09,PayPal,Rep_9,0.22,Fall,Gold
512,2023-04-17,74387,Reno,Nevada,West,46,Guantes,Guantes Golf,P9939,5,125.36,582.92,PayPal,Rep_3,0.07,Fall,Platinum
513,2023-05-09,52458,Tucson,Arizona,West,3,Guantes,Guantes Golf,P4909,4,48.15,157.93,Tarjeta Débito,Rep_15,0.18,Winter,Gold
514,2023-09-04,30654,Austin,Texas,South,47,Pantalones,Pantalones Golf,P8714,4,142.82,399.9,Tarjeta Crédito,Rep_8,0.3,Fall,Gold
515,2023-10-24,17853,Sacramento,California,West,2,Guantes,Guantes Golf,P4999,3,61.65,151.66,PayPal,Rep_3,0.18,Spring,None
516,2023-08-23,53715,San Antonio,Texas,South,27,Zapatos,Zapatos Golf,P3476,4,71.63,260.73,Tarjeta Crédito,Rep_11,0.09,Winter,Silver
517,2023-01-02,46762,Albany,New York,Northeast,46,Guantes,Guantes Golf,P9103,5,28.61,114.44,Tarjeta Crédito,Rep_16,0.2,Spring,Platinum
518,2023-09-16,44251,Scottsdale,Arizona,West,14,Polos,Polos Golf,P5188,1,78.16,76.6,PayPal,Rep_14,0.02,Summer,Silver
519,2023-03-05,87188,Naperville,Illinois,Midwest,3,Pantalones,Pantalones Golf,P3023,2,179.41,351.64,Tarjeta Débito,Rep_11,0.02,Summer,Gold
520,2023-11-08,87616,Atlanta,Georgia,South,31,Guantes,Guantes Golf,P3685,5,93.27,326.44,PayPal,Rep_13,0.3,Summer,Platinum
521,2023-07-17,81765,Rochester,New York,Northeast,11,Zapatos,Zapatos Golf,P8884,3,52.88,153.88,PayPal,Rep_18,0.03,Summer,Gold
522,2023-04-29,10423,Augusta,Georgia,South,50,Gorras,Gorras Golf,P2947,5,22.21,84.4,Tarjeta Crédito,Rep_4,0.24,Spring,Silver
523,2023-12-01,66741,Peoria,Illinois,Midwest,31,Polos,Polos Golf,P7041,4,32.09,127.08,PayPal,Rep_2,0.01,Summer,None
524,2023-01-28,69138,Springfield,Illinois,Midwest,16,Guantes,Guantes Golf,P2885,4,67.17,249.87,Tarjeta Crédito,Rep_13,0.07,Fall,Gold
525,2023-11-08,24864,Miami,Florida,South,17,Zapatos,Zapatos Golf,P9948,2,95.73,145.51,Tarjeta Débito,Rep_16,0.24,Spring,Platinum
526,2023-12-17,60999,Las Vegas,Nevada,West,33,Pantalones,Pantalones Golf,P9783,2,144.92,289.84,Tarjeta Crédito,Rep_16,0.0,Winter,Silver
527,2023-05-26,68693,Jacksonville,Florida,South,40,Polos,Polos Golf,P6233,3,48.36,110.26,PayPal,Rep_13,0.24,Spring,Gold
528,2023-07-31,12184,Henderson,Nevada,West,48,Gorras,Gorras Golf,P7563,2,130.83,230.26,PayPal,Rep_10,0.12,Winter,Silver
529,2023-11-14,36322,Albany,New York,Northeast,37,Pantalones,Pantalones Golf,P2460,1,166.86,126.81,PayPal,Rep_20,0.24,Summer,Platinum
530,2023-01-22,29979,San Antonio,Texas,South,39,Zapatos,Zapatos Golf,P3637,5,157.65,630.6,Tarjeta Crédito,Rep_17,0.2,Spring,Silver
531,2023-10-12,24104,Augusta,Georgia,South,20,Zapatos,Zapatos Golf,P2624,4,125.23,425.78,Tarjeta Crédito,Rep_3,0.15,Fall,Platinum
532,2023-08-17,77448,Mesa,Arizona,West,4,Gorras,Gorras Golf,P3476,1,127.41,100.65,PayPal,Rep_7,0.21,Spring,Gold
533,2023-01-24,49525,Los Angeles,California,West,38,Zapatos,Zapatos Golf,P8759,2,168.67,333.97,PayPal,Rep_16,0.01,Spring,None
534,2023-04-20,41520,New York City,New York,Northeast,11,Zapatos,Zapatos Golf,P4667,5,151.54,681.93,PayPal,Rep_3,0.1,Fall,Silver
535,2023-07-15,25818,Buffalo,New York,Northeast,38,Gorras,Gorras Golf,P2745,5,87.68,328.8,Efectivo,Rep_15,0.25,Fall,None
536,2023-08-08,27212,San Antonio,Texas,South,10,Polos,Polos Golf,P9209,3,83.15,194.57,Efectivo,Rep_4,0.22,Summer,Gold
537,2023-09-15,14399,Mesa,Arizona,West,40,Pantalones,Pantalones Golf,P3653,2,113.93,193.68,PayPal,Rep_13,0.15,Fall,None
538,2023-08-07,98814,Augusta,Georgia,South,23,Polos,Polos Golf,P8022,4,27.22,83.84,Tarjeta Débito,Rep_5,0.23,Summer,None
539,2023-02-18,94989,Albany,New York,Northeast,35,Polos,Polos Golf,P1504,4,95.69,378.93,Tarjeta Crédito,Rep_1,0.01,Fall,Silver
540,2023-02-18,63940,Henderson,Nevada,West,1,Zapatos,Zapatos Golf,P2649,4,172.8,559.87,Efectivo,Rep_2,0.19,Fall,None
541,2023-03-13,37050,Savannah,Georgia,South,14,Gorras,Gorras Golf,P3767,2,82.19,149.59,PayPal,Rep_18,0.09,Fall,Platinum
542,2023-11-24,57358,Miami,Florida,South,2,Polos,Polos Golf,P4572,4,65.46,233.04,Tarjeta Débito,Rep_4,0.11,Fall,Silver
543,2023-09-19,77629,Savannah,Georgia,South,16,Guantes,Guantes Golf,P2849,4,63.45,190.35,Efectivo,Rep_11,0.25,Winter,Gold
544,2023-09-28,83436,Jacksonville,Florida,South,30,Pantalones,Pantalones Golf,P9260,4,175.72,548.25,Efectivo,Rep_7,0.22,Winter,None
545,2023-02-09,40263,Dallas,Texas,South,16,Pantalones,Pantalones Golf,P2120,1,46.15,41.53,PayPal,Rep_11,0.1,Winter,Gold
546,2023-02-16,31146,Naperville,Illinois,Midwest,3,Guantes,Guantes Golf,P5079,4,53.48,192.53,Tarjeta Débito,Rep_12,0.1,Winter,Silver
547,2023-12-03,93005,Scottsdale,Arizona,West,20,Polos,Polos Golf,P9973,5,32.37,145.66,Efectivo,Rep_19,0.1,Summer,None
548,2023-01-11,62007,Scottsdale,Arizona,West,18,Zapatos,Zapatos Golf,P5467,4,47.64,160.07,Efectivo,Rep_1,0.16,Spring,Gold
549,2023-04-05,37835,Naperville,Illinois,Midwest,22,Zapatos,Zapatos Golf,P4139,2,46.71,87.81,Efectivo,Rep_17,0.06,Spring,None
550,2023-05-27,45352,Augusta,Georgia,South,7,Guantes,Guantes Golf,P2752,4,149.34,543.6,Tarjeta Débito,Rep_13,0.09,Fall,None
551,2023-09-14,84686,Miami,Florida,South,49,Polos,Polos Golf,P8172,3,102.49,292.1,PayPal,Rep_3,0.05,Summer,Silver
552,2023-02-26,82773,Mesa,Arizona,West,28,Zapatos,Zapatos Golf,P1099,5,54.23,208.79,Efectivo,Rep_10,0.23,Spring,None
553,2023-11-20,69291,Miami,Florida,South,21,Pantalones,Pantalones Golf,P2503,4,90.08,324.29,Tarjeta Crédito,Rep_6,0.1,Summer,Gold
554,2023-10-15,34930,Chicago,Illinois,Midwest,50,Pantalones,Pantalones Golf,P5393,1,21.22,20.37,Tarjeta Débito,Rep_13,0.04,Spring,Platinum
555,2023-12-17,80818,Sacramento,California,West,30,Polos,Polos Golf,P2992,4,198.12,633.98,Tarjeta Débito,Rep_14,0.2,Fall,Silver
556,2023-07-04,17847,Macon,Georgia,South,27,Gorras,Gorras Golf,P3521,1,173.36,156.02,PayPal,Rep_12,0.1,Winter,Gold
557,2023-04-21,26255,Jacksonville,Florida,South,31,Polos,Polos Golf,P2940,3,31.7,70.37,Tarjeta Débito,Rep_7,0.26,Winter,Platinum
558,2023-11-16,59521,Austin,Texas,South,26,Zapatos,Zapatos Golf,P2819,2,41.0,72.98,Efectivo,Rep_18,0.11,Summer,Platinum
559,2023-07-27,45669,New York City,New York,Northeast,18,Zapatos,Zapatos Golf,P7273,4,44.39,143.82,Efectivo,Rep_8,0.19,Winter,Platinum
560,2023-07-22,45590,Atlanta,Georgia,South,31,Gorras,Gorras Golf,P4174,1,33.19,24.56,PayPal,Rep_10,0.26,Winter,Silver
561,2023-09-30,71411,Mesa,Arizona,West,29,Gorras,Gorras Golf,P5817,4,63.42,238.46,Tarjeta Crédito,Rep_18,0.06,Winter,Platinum
562,2023-06-12,87124,Savannah,Georgia,South,31,Polos,Polos Golf,P2296,4,25.38,95.43,Tarjeta Crédito,Rep_12,0.06,Fall,Silver
563,2023-12-12,10158,Savannah,Georgia,South,6,Polos,Polos Golf,P8743,1,27.2,25.02,PayPal,Rep_12,0.08,Spring,Silver
564,2023-07-11,24208,Buffalo,New York,Northeast,37,Polos,Polos Golf,P5721,4,48.86,146.58,Efectivo,Rep_14,0.25,Winter,Gold
565,2023-01-16,21227,Orlando,Florida,South,34,Pantalones,Pantalones Golf,P7572,1,137.85,114.42,PayPal,Rep_7,0.17,Spring,None
566,2023-12-02,96174,Mesa,Arizona,West,5,Gorras,Gorras Golf,P9656,4,179.55,624.83,PayPal,Rep_5,0.13,Fall,None
567,2023-04-14,29751,Carson City,Nevada,West,40,Zapatos,Zapatos Golf,P8867,1,122.9,94.63,Tarjeta Crédito,Rep_20,0.23,Winter,None
568,2023-07-11,34691,Peoria,Illinois,Midwest,44,Pantalones,Pantalones Golf,P2931,1,55.76,41.26,PayPal,Rep_6,0.26,Winter,Platinum
569,2023-03-24,71793,New York City,New York,Northeast,8,Pantalones,Pantalones Golf,P2276,3,107.72,294.08,PayPal,Rep_1,0.09,Winter,Silver
570,2023-03-02,44464,New York City,New York,Northeast,33,Gorras,Gorras Golf,P7712,3,62.72,174.99,Tarjeta Débito,Rep_6,0.07,Spring,Platinum
571,2023-06-23,53103,San Francisco,California,West,44,Zapatos,Zapatos Golf,P1260,5,86.66,324.97,PayPal,Rep_4,0.25,Summer,Gold
572,2023-04-10,70129,Naperville,Illinois,Midwest,12,Polos,Polos Golf,P9422,5,108.0,426.6,Tarjeta Débito,Rep_10,0.21,Fall,Gold
573,2023-12-24,33944,Springfield,Illinois,Midwest,24,Zapatos,Zapatos Golf,P2027,4,149.23,543.2,PayPal,Rep_12,0.09,Spring,Platinum
574,2023-07-30,34912,San Antonio,Texas,South,4,Zapatos,Zapatos Golf,P4024,5,181.93,755.01,PayPal,Rep_5,0.17,Spring,Gold
575,2023-10-03,80970,Atlanta,Georgia,South,24,Guantes,Guantes Golf,P8346,2,39.46,78.13,Tarjeta Crédito,Rep_6,0.01,Summer,Silver
576,2023-05-11,17323,Phoenix,Arizona,West,43,Guantes,Guantes Golf,P6277,3,128.46,335.28,Tarjeta Crédito,Rep_2,0.13,Summer,None
577,2023-05-15,16338,San Diego,California,West,28,Gorras,Gorras Golf,P3831,2,77.68,128.95,Tarjeta Débito,Rep_1,0.17,Fall,Silver
578,2023-12-01,23321,Los Angeles,California,West,36,Zapatos,Zapatos Golf,P2577,5,168.21,664.43,Efectivo,Rep_10,0.21,Spring,None
579,2023-12-25,86389,Scottsdale,Arizona,West,9,Guantes,Guantes Golf,P1937,4,151.61,563.99,Tarjeta Crédito,Rep_13,0.07,Winter,None
580,2023-09-30,11275,Jacksonville,Florida,South,40,Gorras,Gorras Golf,P9085,3,79.29,199.81,Tarjeta Débito,Rep_5,0.16,Summer,Platinum
581,2023-06-10,67614,Chicago,Illinois,Midwest,43,Zapatos,Zapatos Golf,P9102,2,24.55,45.17,Tarjeta Crédito,Rep_3,0.08,Spring,Platinum
582,2023-01-18,31493,Dallas,Texas,South,8,Pantalones,Pantalones Golf,P8848,5,136.43,532.08,PayPal,Rep_17,0.22,Spring,None
583,2023-09-05,18617,Springfield,Illinois,Midwest,3,Polos,Polos Golf,P4092,5,156.81,580.2,Tarjeta Crédito,Rep_17,0.26,Summer,None
584,2023-11-26,82460,Tucson,Arizona,West,28,Pantalones,Pantalones Golf,P1378,5,158.43,570.35,Tarjeta Débito,Rep_2,0.28,Fall,Silver
585,2023-03-18,96499,Scottsdale,Arizona,West,6,Zapatos,Zapatos Golf,P1002,3,185.93,513.17,Tarjeta Débito,Rep_15,0.08,Summer,Platinum
586,2023-05-12,90727,Macon,Georgia,South,48,Zapatos,Zapatos Golf,P8530,5,56.68,243.72,Tarjeta Crédito,Rep_18,0.14,Fall,Platinum
587,2023-07-14,11060,Albany,New York,Northeast,46,Polos,Polos Golf,P9616,3,121.81,358.12,Tarjeta Débito,Rep_4,0.02,Spring,None
588,2023-11-24,61919,Jacksonville,Florida,South,2,Gorras,Gorras Golf,P1631,5,33.96,122.26,Tarjeta Crédito,Rep_5,0.28,Spring,Gold
589,2023-04-05,91472,San Antonio,Texas,South,44,Pantalones,Pantalones Golf,P8034,2,162.08,233.4,Efectivo,Rep_6,0.28,Fall,Silver
590,2023-08-14,71948,New York City,New York,Northeast,16,Pantalones,Pantalones Golf,P6506,1,187.08,157.15,Tarjeta Crédito,Rep_12,0.16,Spring,Silver
591,2023-09-19,66597,Albany,New York,Northeast,34,Gorras,Gorras Golf,P9718,5,131.39,512.42,Efectivo,Rep_15,0.22,Fall,Gold
592,2023-04-16,54337,Houston,Texas,South,32,Zapatos,Zapatos Golf,P9871,3,159.89,402.92,Tarjeta Crédito,Rep_12,0.16,Summer,Platinum
593,2023-12-12,67847,Phoenix,Arizona,West,37,Guantes,Guantes Golf,P3620,4,69.19,224.18,PayPal,Rep_3,0.19,Summer,Silver
594,2023-09-25,43053,Henderson,Nevada,West,15,Zapatos,Zapatos Golf,P9534,4,71.82,238.44,Tarjeta Débito,Rep_13,0.17,Winter,None
595,2023-03-12,72719,Los Angeles,California,West,16,Polos,Polos Golf,P2242,1,176.43,146.44,Tarjeta Crédito,Rep_3,0.17,Spring,None
596,2023-01-21,18941,Henderson,Nevada,West,22,Pantalones,Pantalones Golf,P2230,5,86.86,325.73,PayPal,Rep_4,0.25,Fall,Platinum
597,2023-10-17,59706,Naperville,Illinois,Midwest,44,Zapatos,Zapatos Golf,P9886,3,138.98,312.7,Tarjeta Crédito,Rep_15,0.25,Summer,Silver
598,2023-03-05,19317,Scottsdale,Arizona,West,39,Guantes,Guantes Golf,P7821,4,177.67,518.8,Efectivo,Rep_1,0.27,Spring,None
599,2023-04-17,98544,Augusta,Georgia,South,27,Pantalones,Pantalones Golf,P9316,2,93.39,184.91,PayPal,Rep_14,0.01,Winter,None
600,2023-01-08,62613,Dallas,Texas,South,19,Zapatos,Zapatos Golf,P8182,2,171.15,318.34,PayPal,Rep_15,0.07,Winter,Silver
601,2023-01-10,36432,Tucson,Arizona,West,25,Pantalones,Pantalones Golf,P9359,1,55.46,52.69,Tarjeta Débito,Rep_13,0.05,Winter,None
602,2023-09-25,29948,Tampa,Florida,South,11,Zapatos,Zapatos Golf,P7602,3,76.13,198.7,Tarjeta Crédito,Rep_14,0.13,Spring,None
603,2023-11-17,56151,Los Angeles,California,West,42,Zapatos,Zapatos Golf,P1500,5,99.05,455.63,Efectivo,Rep_4,0.08,Fall,None
604,2023-07-09,70251,San Diego,California,West,38,Guantes,Guantes Golf,P1972,4,102.84,300.29,PayPal,Rep_13,0.27,Summer,Platinum
605,2023-01-30,93248,Austin,Texas,South,29,Pantalones,Pantalones Golf,P1699,3,20.55,60.42,PayPal,Rep_17,0.02,Spring,Platinum
606,2023-09-18,78535,Las Vegas,Nevada,West,49,Gorras,Gorras Golf,P5941,5,109.02,490.59,Efectivo,Rep_2,0.1,Summer,Platinum
